"","as.numeric(sleepy_id)","sexlizard","curyear","mean_Tb_obs","mean_Tb_pred","max_Tb_obs","max_Tb_pred","min_Tb_obs","min_Tb_pred","med_Tb_obs","med_Tb_pred","lm_Tb_R2","lm_Tb_rmsd","true-","false-","true+","false+","err","true-","false-","true+","false+","err"
"40",40102,"unknown",2010,22.3713083868385,24.9835291432018,40.7833333333333,42.3417186737061,6.03333333333333,7.42211294174194,21.2,24.7463598251343,0.715524013115404,5.18717720718236,814,16,478,214,0.324572930354796,148,15,478,214,0.576608187134503
"41",40104,"unknown",2010,21.7133933958384,23.3993537099247,41.65,42.3417186737061,4.01666666666667,4.98457098007202,20.6333333333333,23.0523500442505,0.785204597557857,4.60716384831674,1113,33,466,380,0.250502008032129,216,31,466,380,0.454711802378774
"42",40107,"unknown",2010,22.6432538090243,24.2877135938991,38.7666666666667,42.3417186737061,7.76666666666667,6.18259477615356,21.5,23.9081249237061,0.741542371315166,4.68836394571275,942,28,402,349,0.249854735618826,185,27,402,349,0.445482866043614
"43",40110,"unknown",2010,22.2858580419578,23.8005360054274,39.4833333333333,42.3417186737061,5.81666666666667,4.98457098007202,21.275,23.2224636077881,0.766189175323917,4.54485471852806,1170,48,572,336,0.291627469426152,233,42,572,336,0.519019442096365
"44",40111,"unknown",2010,22.4742395655912,23.9709448446103,41.25,42.3417186737061,6.53333333333333,6.18259477615356,21.5833333333333,23.3773384094238,0.792691556367018,4.21970010414695,1037,24,444,340,0.253658536585366,215,24,444,340,0.457478005865103
"45",40112,"unknown",2010,22.6429916199301,24.7611363644398,39.5833333333333,42.3417186737061,6.7,7.42211294174194,21.9833333333333,24.5385875701904,0.744128135801288,4.76920015363606,799,19,429,240,0.301277740416947,149,18,429,240,0.534688995215311
"46",40114,"unknown",2010,23.1422702329607,24.1716112854816,39.6666666666667,42.3417186737061,7.5,6.18259477615356,22.1666666666667,23.6722283363342,0.715519349855665,4.74432590862351,871,32,402,273,0.275031685678073,170,28,402,273,0.492554410080183
"47",40117,"unknown",2010,22.0076848901393,23.6955179014831,42.0166666666667,42.3417186737061,5.85,4.98457098007202,21.2166666666667,23.3100337982178,0.727760936889941,4.98256019590735,1059,47,392,439,0.226639132679401,199,41,392,439,0.404295051353875
"48",40170,"unknown",2010,21.105184164669,23.0551610612223,39.6551724137931,42.3417186737061,5,4.37312054634094,19.85,22.6311254501343,0.77978785822872,4.73835788216127,1326,16,571,374,0.256668124180149,290,14,571,374,0.468374699759808
"49",4997,"M",2010,22.3610915366731,24.0171759049182,46.2666666666667,42.3417186737061,5.5,4.98457098007202,21.9333333333333,24.200864315033,0.754493297121534,4.71741712322165,994,50,341,507,0.206659619450317,206,50,341,507,0.354166666666667
"50",9164,"F",2010,22.447009906939,23.7424337574245,38.3833333333333,42.3417186737061,4.28333333333333,6.05605387687683,22.8333333333333,23.478490114212,0.642640386468137,5.44773572543259,1202,39,504,469,0.245257452574526,252,36,504,469,0.428231562252181
"51",9170,"F",2010,20.8926398998254,22.9431496370525,37.55,42.3417186737061,6,4.37312054634094,19.3,22.6558809280396,0.77091274287342,4.92046783722822,1064,48,353,445,0.209947643979058,235,46,353,445,0.369786839666358
"52",9268,"unknown",2010,21.9647616744805,24.1532836000588,41.9333333333333,42.3417186737061,6.75,6.18259477615356,20.5305555555556,23.6399612426758,0.746388452624187,4.89575964613742,870,13,397,262,0.265888456549935,191,13,397,262,0.475086906141367
"53",9291,"F",2010,19.4389472248157,21.9506953311564,40.35,42.3417186737061,4.83333333333333,4.37312054634094,17.5,21.3903555870056,0.738959920240737,5.32523521340041,1275,19,502,280,0.250963391136802,316,19,502,280,0.466427931960609
"54",9310,"F",2010,20.2499038085703,22.4043042545585,41.1,42.3417186737061,5.25,4.37312054634094,18.475,21.9139621257782,0.736442317642693,5.18667015404982,1590,28,570,464,0.225490196078431,363,28,570,464,0.419649122807017
"55",9319,"1",2010,21.4070362092491,22.7832795528712,38.1833333333333,42.3417186737061,5.5,4.37312054634094,20.2666666666667,22.3534650802612,0.786310723342552,4.50492971405454,1346,44,446,505,0.209312259718069,297,40,446,505,0.377329192546584
"56",9363,"1",2010,20.8704724704125,22.4742856262102,41.5333333333333,42.3417186737061,5.5,4.37312054634094,19.4,22.0164079666138,0.776978365308394,4.64554974433858,1411,28,576,355,0.254852320675105,323,27,576,355,0.470725995316159
"57",9369,"F",2010,21.649478204769,23.7121945356919,38.95,42.3417186737061,5.5,4.98457098007202,20.2,23.1538906097412,0.723323321880285,5.09210909045444,1135,16,473,382,0.243768693918245,245,16,473,382,0.438172043010753
"58",9372,"F",2010,20.610334314169,22.4010093305364,44.45,42.3417186737061,5,4.37312054634094,19.15,21.8395252227783,0.77853694891632,4.68891790892724,1578,59,499,549,0.207821229050279,339,57,499,549,0.385041551246537
"59",9390,"F",2010,20.7312007685838,22.4418845257052,38.2166666666667,42.3417186737061,5.11666666666667,4.37312054634094,19.4833333333333,21.9830884933472,0.761662910644303,4.82354935414598,1541,49,433,588,0.184603600153198,337,49,433,588,0.342572850035537
"60",9532,"1",2010,20.3085807500642,22.4588077242964,38.5333333333333,42.3417186737061,5.08333333333333,4.37312054634094,18.8166666666667,22.0356492996216,0.763308491319974,5.00231517226342,1494,45,536,478,0.227575401488445,326,45,536,478,0.419494584837545
