"","JULDAY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"1",15,0,18.1407108306885,18.1407108306885,18.1407108306885,18.1407108306885,18.1407108306885,18.1407108306885,18.1407108306885,18.1407108306885,18.1407108306885,13.9499998092651
"2",15,60,16.068904876709,17.7456645965576,18.0922966003418,18.1341419219971,18.1400032043457,18.1406688690186,18.1407108306885,18.140682220459,18.1330337524414,13.9499998092651
"3",15,120,15.6119031906128,17.2890911102295,17.9482421875,18.0937156677246,18.1312408447266,18.1394519805908,18.1406688690186,18.1405906677246,18.1253986358643,13.9499998092651
"4",15,180,15.4747819900513,16.9747714996338,17.7831592559814,18.0207843780518,18.1068096160889,18.1339149475098,18.1403579711914,18.1404418945312,18.117805480957,13.9499998092651
"5",15,240,15.516562461853,16.7702503204346,17.6362113952637,17.9327621459961,18.0678081512451,18.1213645935059,18.1393089294434,18.1402263641357,18.1102523803711,13.9499998092651
"6",15,300,15.5408716201782,16.6826076507568,17.5237140655518,17.8397445678711,18.0196056365967,18.101505279541,18.1369762420654,18.1399250030518,18.1027412414551,13.9499998092651
"7",15,360,16.0531692504883,16.6061515808105,17.4168968200684,17.7591190338135,17.9705638885498,18.0742931365967,18.132942199707,18.1395130157471,18.0952682495117,13.9499998092651
"8",15,420,17.2028617858887,16.8227062225342,17.4008922576904,17.6976432800293,17.9122409820557,18.0433902740479,18.1269874572754,18.1389560699463,18.0878353118896,13.9499998092651
"9",15,480,19.0435943603516,17.5305519104004,17.4472885131836,17.6619186401367,17.869649887085,18.0135898590088,18.1186866760254,18.1382236480713,18.0804405212402,13.9499998092651
"10",15,540,21.8438720703125,18.5083503723145,17.5877552032471,17.7312202453613,17.8497200012207,17.98024559021,18.1091861724854,18.1372776031494,18.0730838775635,13.9499998092651
"11",15,600,25.2952651977539,19.5560092926025,18.0189113616943,17.8832588195801,17.8247661590576,17.9668235778809,18.0985260009766,18.1360950469971,18.0657634735107,13.9499998092651
"12",15,660,26.9938697814941,21.099308013916,18.5752983093262,18.0281658172607,17.9261798858643,17.9552307128906,18.0883655548096,18.1346893310547,18.058479309082,13.9499998092651
"13",15,720,29.092903137207,22.3181285858154,19.2253818511963,18.3257255554199,18.0214405059814,17.9821491241455,18.0796642303467,18.1330814361572,18.0512294769287,13.9499998092651
"14",15,780,29.394832611084,23.5436019897461,19.8365745544434,18.6815338134766,18.1901779174805,18.0300674438477,18.0755386352539,18.1313304901123,18.0440120697021,13.9499998092651
"15",15,840,29.9430618286133,24.2001266479492,20.4649696350098,19.0599136352539,18.3916835784912,18.1121368408203,18.0773506164551,18.1295471191406,18.036828994751,13.9499998092651
"16",15,900,28.404972076416,24.6878452301025,20.9134082794189,19.4544639587402,18.6173477172852,18.2216739654541,18.0871467590332,18.1278667449951,18.0296783447266,13.9499998092651
"17",15,960,27.0155143737793,24.4367656707764,21.289192199707,19.7754516601562,18.8600578308105,18.3522491455078,18.1060409545898,18.1264553070068,18.0225620269775,13.9499998092651
"18",15,1020,23.9659538269043,23.9485263824463,21.3756504058838,20.0570297241211,19.0767307281494,18.4981250762939,18.134313583374,18.1254863739014,18.0154800415039,13.9499998092651
"19",15,1080,21.5398349761963,22.819673538208,21.3435344696045,20.1937446594238,19.2762622833252,18.6433048248291,18.1715984344482,18.1251258850098,18.0084362030029,13.9499998092651
"20",15,1140,18.6592330932617,21.6948547363281,21.0257301330566,20.2561187744141,19.4076519012451,18.781946182251,18.216215133667,18.1255207061768,18.0014305114746,13.9499998092651
"21",15,1200,17.6992454528809,20.4201946258545,20.6754417419434,20.1648101806641,19.4968414306641,18.896354675293,18.2661590576172,18.1267700195312,17.9944648742676,13.9499998092651
"22",15,1260,16.7704467773438,19.5930461883545,20.2054710388184,20.0388011932373,19.5073318481445,18.9855289459229,18.3183670043945,18.1289291381836,17.9875450134277,13.9499998092651
"23",15,1320,16.4302215576172,18.8581237792969,19.840934753418,19.8274612426758,19.4879417419434,19.039098739624,18.3702030181885,18.1319904327393,17.9806709289551,13.9499998092651
"24",15,1380,15.943341255188,18.3653240203857,19.4556655883789,19.6390171051025,19.4145603179932,19.0660343170166,18.4187755584717,18.1358947753906,17.9738483428955,13.9499998092651
"25",46,0,17.9233169555664,17.9233169555664,17.9233169555664,17.9233169555664,17.9233169555664,17.9233169555664,17.9233169555664,17.9233169555664,17.9233169555664,13.9499998092651
"26",46,60,15.9506320953369,17.5456428527832,17.8770847320557,17.9169788360596,17.9226264953613,17.9232749938965,17.9233169555664,17.9232883453369,17.9159469604492,13.9499998092651
"27",46,120,15.5117425918579,17.1101169586182,17.7399044036865,17.87815284729,17.9141292572021,17.9220809936523,17.9232769012451,17.9232025146484,17.9086227416992,13.9499998092651
"28",46,180,15.3690729141235,16.8087215423584,17.5826568603516,17.8083076477051,17.8905506134033,17.9166774749756,17.9229679107666,17.9230575561523,17.9013385772705,13.9499998092651
"29",46,240,15.4093647003174,16.6113586425781,17.4421691894531,17.723991394043,17.8529968261719,17.904483795166,17.9219341278076,17.9228477478027,17.8940925598145,13.9499998092651
"30",46,300,15.4454765319824,16.5348529815674,17.3353881835938,17.6349296569824,17.8066215515137,17.8852272033691,17.9196453094482,17.9225540161133,17.8868865966797,13.9499998092651
"31",46,360,15.7125329971313,16.4646530151367,17.2332553863525,17.5588150024414,17.7598209381104,17.8589019775391,17.9156932830811,17.9221515655518,17.8797206878662,13.9499998092651
"32",46,420,16.7889881134033,16.5095329284668,17.1892528533936,17.5014247894287,17.7034397125244,17.8292026519775,17.9098815917969,17.9216060638428,17.8725929260254,13.9499998092651
"33",46,480,18.3246994018555,17.1136264801025,17.2590789794922,17.4483413696289,17.6546573638916,17.8009490966797,17.9017715454102,17.9208889007568,17.8655014038086,13.9499998092651
"34",46,540,20.6403274536133,18.1534538269043,17.3399753570557,17.4697456359863,17.6508655548096,17.7660789489746,17.8923244476318,17.9199638366699,17.8584461212158,13.9499998092651
"35",46,600,23.9141502380371,19.2144508361816,17.6108531951904,17.6550884246826,17.6278457641602,17.7414512634277,17.882360458374,17.9187965393066,17.8514270782471,13.9499998092651
"36",46,660,26.255126953125,20.5218982696533,18.2500629425049,17.7390975952148,17.7066993713379,17.7348461151123,17.8714466094971,17.9174137115479,17.8444423675537,13.9499998092651
"37",46,720,28.0918388366699,21.7980041503906,18.819408416748,18.0541324615479,17.7711868286133,17.7595996856689,17.8622417449951,17.9158172607422,17.8374919891357,13.9499998092651
"38",46,780,28.7891979217529,22.9193668365479,19.4638710021973,18.3597354888916,17.9426345825195,17.7985000610352,17.8573570251465,17.9140644073486,17.8305721282959,13.9499998092651
"39",46,840,28.955961227417,23.6556415557861,20.0301647186279,18.7495861053467,18.1178283691406,17.8769130706787,17.8577861785889,17.9122619628906,17.8236846923828,13.9499998092651
"40",46,900,27.7350521087646,24.0360317230225,20.5033111572266,19.1063957214355,18.3445167541504,17.9767074584961,17.8661003112793,17.9105358123779,17.8168296813965,13.9499998092651
"41",46,960,25.9697589874268,23.8482627868652,20.8233757019043,19.4332218170166,18.5663814544678,18.1021881103516,17.8829860687256,17.9090518951416,17.8100051879883,13.9499998092651
"42",46,1020,23.2381935119629,23.2528305053711,20.9291000366211,19.6817150115967,18.7805156707764,18.2389049530029,17.9091339111328,17.9079780578613,17.8032150268555,13.9499998092651
"43",46,1080,20.5002040863037,22.1868476867676,20.8463516235352,19.8203754425049,18.9610500335693,18.3777809143066,17.9438800811768,17.9074802398682,17.796459197998,13.9499998092651
"44",46,1140,18.1834049224854,21.0228824615479,20.5517177581787,19.8522891998291,19.0875644683838,18.5068435668945,17.9857749938965,17.9077014923096,17.7897396087646,13.9499998092651
"45",46,1200,17.3922309875488,19.8965892791748,20.1867694854736,19.7684288024902,19.1591606140137,18.6139030456543,18.0325717926025,17.9087371826172,17.7830600738525,13.9499998092651
"46",46,1260,16.5671768188477,19.1528472900391,19.7672939300537,19.6315956115723,19.1685600280762,18.6934986114502,18.0814094543457,17.9106369018555,17.7764225006104,13.9499998092651
"47",46,1320,16.2691516876221,18.4921531677246,19.4263153076172,19.4394359588623,19.1409130096436,18.7412548065186,18.1295318603516,17.9133892059326,17.7698307037354,13.9499998092651
"48",46,1380,15.8067579269409,18.0499496459961,19.0771408081055,19.2598781585693,19.0721778869629,18.7623424530029,18.174388885498,17.9169292449951,17.7632884979248,13.9499998092651
"49",74,0,15.8113956451416,15.8113956451416,15.8113956451416,15.8113956451416,15.8113956451416,15.8113956451416,15.8113956451416,15.8113956451416,15.8113956451416,13.9499998092651
"50",74,60,13.8745965957642,15.4465589523315,15.7671537399292,15.805474281311,15.8107643127441,15.8113565444946,15.8113956451416,15.8113842010498,15.8080358505249,13.9499998092651
"51",74,120,13.425799369812,15.0183267593384,15.6340532302856,15.7686443328857,15.8028888702393,15.8102788925171,15.8113603591919,15.8113451004028,15.8046932220459,13.9499998092651
"52",74,180,13.2653713226318,14.7156047821045,15.4792747497559,15.7013750076294,15.7806816101074,15.8053293228149,15.8110904693604,15.8112802505493,15.8013687133789,13.9499998092651
"53",74,240,13.2938404083252,14.5131559371948,15.3388156890869,15.6190271377563,15.7447843551636,15.7939872741699,15.8101682662964,15.8111801147461,15.7980623245239,13.9499998092651
