"","lon","lat","date","bodytemp","shade","depth","activity","atmos_pressure","precip","cloud_cover","Tair_local"," Tair_1.2m","RH_local","RH_1.2m","wind_local","wind_1.2m","solar_angle","solar.Wm2","Tsky","DEW","FROST","Soil0cm","Soil2.5cm","Soil5cm","Soil10cm","Soil15cm","Soil20cm","Soil30cm","Soil50cm","Soil100cm","Soil200cm"
"36",136.81,-33.19,2014-12-11 15:30:00,36.795825958252,0,-5,0,101472,0,0,33.4697418212891,23.7999992370605,21.3377933502197,37.3899993896484,0.778037905693054,3.54444456100464,28.2469005584717,903.000061035156,5.49493408203125,0,0,49.1825904846191,42.1444549560547,36.6977996826172,28.7760276794434,24.2474422454834,21.9543323516846,21.0800724029541,20.4085083007812,20.0527153015137,20.0324993133545
"37",136.81,-33.19,2014-12-11 16:30:00,37.7877044677734,0,-5,0,101479.88,0,0,31.437744140625,22.9599990844727,23.4556903839111,38.560001373291,0.757306575775146,3.45000004768372,40.6696434020996,714.289978027344,4.53814697265625,0,0,45.076057434082,42.1737060546875,37.6890258789062,30.1416397094727,25.2404193878174,22.4550323486328,21.1364116668701,20.4173526763916,20.0537624359131,20.0324993133545
"38",136.81,-33.19,2014-12-11 17:30:00,37.8631629943848,0,-5,0,101518.62,0,0,28.3616352081299,21.6299991607666,28.122594833374,42.0099983215332,0.753038346767426,3.43055558204651,53.2075996398926,493.230010986328,3.38299560546875,0,0,39.1682434082031,40.9241905212402,37.7623748779297,31.1157379150391,26.1410026550293,22.9990787506104,21.2245101928711,20.4271583557129,20.0548343658447,20.0324993133545
"39",136.81,-33.19,2014-12-11 18:30:00,38.4956092834473,0,-2.5,0,101580.38,0,0,24.3859634399414,19.7299995422363,37.7561569213867,50.1500015258789,0.751818835735321,3.42499995231628,65.6000900268555,259.450012207031,2.25466918945312,0,0,31.8559055328369,38.3902015686035,36.8490905761719,31.6053771972656,26.8774662017822,23.5476188659668,21.3427181243896,20.4384021759033,20.05592918396,20.0324993133545
"40",136.81,-33.19,2014-12-11 19:30:00,34.8682632446289,0,-2.5,0,101640.62,0,0,20.0927619934082,17.6499996185303,51.4721946716309,59.9599990844727,0.774989247322083,3.5305552482605,77.660758972168,51.9099884033203,0.84344482421875,0,0,24.0563354492188,34.7454948425293,34.9697494506836,31.5459518432617,27.3856315612793,24.0599479675293,21.4867267608643,20.4514980316162,20.057056427002,20.0324993133545
"41",136.81,-33.19,2014-12-11 20:30:00,18.09423828125,0,0,0,101707.88,0,0,17.6937599182129,16.5799999237061,61.0576171875,65.5199966430664,0.803037583827972,3.65833330154419,88.7665939331055,0,0.0755615234375,0,0,19.5250148773193,30.7130928039551,32.3725509643555,30.9317569732666,27.6171131134033,24.4962520599365,21.6498146057129,20.4667644500732,20.0582218170166,20.0324993133545
"42",136.81,-33.19,2014-12-11 21:30:00,16.4467449188232,0,0,2,101749.62,0,0,16.458625793457,15.8299999237061,65.6042556762695,68.2900009155273,0.831695795059204,3.78888893127441,90,0,-0.668731689453125,0,0,17.5058479309082,27.358907699585,29.700080871582,29.9030456542969,27.5627021789551,24.822696685791,21.8233280181885,20.4843921661377,20.0594310760498,20.0324993133545
"43",136.81,-33.19,2014-12-11 22:30:00,15.3198909759521,0,0,2,101744.12,0,0,15.4986734390259,15.0699996948242,69.3531875610352,71.2900009155273,0.853646755218506,3.88888907432556,90,0,-1.4154052734375,0,0,16.2197952270508,24.7553558349609,27.3532295227051,28.6870918273926,27.2720642089844,25.020622253418,21.9976253509521,20.504415512085,20.0606918334961,20.0324993133545
"44",136.81,-33.19,2014-12-11 23:30:00,14.5256834030151,70,0,0,101723.12,0,0,14.7907238006592,14.4700002670288,74.2656555175781,75.8199996948242,0.855476021766663,3.89722228050232,90,0,-1.73886108398438,0,0,15.3306827545166,22.6704692840576,25.3902645111084,27.4432926177979,26.8224239349365,25.0910053253174,22.1634864807129,20.5267200469971,20.06201171875,20.0324993133545
"45",136.81,-33.19,2014-12-12 00:30:00,13.9043321609497,70,0,0,101704.12,0,0,14.1085033416748,13.9700002670288,78.5707015991211,79.2799987792969,0.882914543151855,4.02222204208374,90,0,-2.0753173828125,0,0,14.3444595336914,21.0468311309814,23.6884136199951,26.265567779541,26.2791213989258,25.0494155883789,22.3132991790771,20.5510578155518,20.0633945465088,20.0324993133545
"46",136.81,-33.19,2014-12-12 01:30:00,13.5572319030762,70,0,0,101681.12,0,3.12,13.7731075286865,13.5699996948242,82.1471252441406,83.2399978637695,0.926816403865814,4.22222232818604,90,0,-1.94744873046875,0,0,14.1255044937134,19.6283111572266,22.3431034088135,25.1552867889404,25.6958656311035,24.9169921875,22.4416408538818,20.5770835876465,20.0648460388184,20.0324993133545
"47",136.81,-33.19,2014-12-12 02:30:00,13.1566886901855,70,0,0,101625.12,0,6.25,13.2815446853638,13.3500003814697,86.957633972168,86.5699996948242,0.937182068824768,4.26944446563721,90,0,-1.65240478515625,0,0,13.1622734069824,18.6296463012695,21.0847072601318,24.172025680542,25.0938663482666,24.7167549133301,22.5451984405518,20.6043872833252,20.0663719177246,20.0324993133545
"48",136.81,-33.19,2014-12-12 03:30:00,13.2471990585327,70,0,0,101599.12,0,10.94,13.4260663986206,13.3000001907349,87.9635467529297,88.6900024414062,0.937182068824768,4.26944446563721,90,0,-1.12649536132812,0,0,13.6457166671753,17.648853302002,20.1870594024658,23.2556705474854,24.5070209503174,24.4670581817627,22.6225509643555,20.632532119751,20.0679740905762,20.0324993133545
