"","JULDAY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"1",15,0,14.7562713623047,21.758638381958,25.6487636566162,26.5510005950928,26.1076145172119,24.9513454437256,22.0563354492188,19.1196842193604,17.8647384643555,13.9499998092651
"2",15,60,14.6618490219116,20.8102531433105,24.7717609405518,25.8482093811035,25.7047996520996,24.8177928924561,22.1745643615723,19.1677551269531,17.8623065948486,13.9499998092651
"3",15,120,14.4583587646484,20.0961303710938,24.0073051452637,25.2074337005615,25.2950401306152,24.6402053833008,22.2662525177002,19.2165355682373,17.8600616455078,13.9499998092651
"4",15,180,14.2963485717773,19.5233631134033,23.3460388183594,24.6239681243896,24.8910045623779,24.4336490631104,22.3317337036133,19.2654972076416,17.8580055236816,13.9499998092651
"5",15,240,14.1698589324951,19.0554676055908,22.7692832946777,24.0942916870117,24.4998207092285,24.2096252441406,22.3724117279053,19.3141460418701,17.8561363220215,13.9499998092651
"6",15,300,14.3157777786255,18.6654586791992,22.2629661560059,23.6136569976807,24.1255397796631,23.9765815734863,22.390308380127,19.3620319366455,17.8544521331787,13.9499998092651
"7",15,360,18.8189029693604,18.8762016296387,21.8657741546631,23.1801471710205,23.7712707519531,23.7403316497803,22.3878498077393,19.4087600708008,17.8529491424561,13.9499998092651
"8",15,420,28.4526901245117,20.9782485961914,21.8891067504883,22.8622913360596,23.4498043060303,23.5066337585449,22.3675212860107,19.4539947509766,17.851619720459,13.9499998092651
"9",15,480,39.4696578979492,24.9184856414795,22.6055870056152,22.8039054870605,23.2084426879883,23.2878704071045,22.3322200775146,19.4974632263184,17.8504581451416,13.9499998092651
"10",15,540,49.5792694091797,29.8400764465332,24.0192966461182,23.1093902587891,23.1128520965576,23.1086082458496,22.2860584259033,19.5389633178711,17.8494548797607,13.9499998092651
"11",15,600,57.3690567016602,34.9445533752441,25.9348220825195,23.7972717285156,23.2118301391602,23.0004291534424,22.2350788116455,19.5783939361572,17.8486042022705,13.9499998092651
"12",15,660,62.2313423156738,39.5346832275391,28.1111354827881,24.7948627471924,23.5224494934082,22.9911956787109,22.1871757507324,19.6157932281494,17.8478965759277,13.9499998092651
"13",15,720,63.602668762207,42.9958763122559,30.2641506195068,26.0021686553955,24.0210456848145,23.0977783203125,22.15114402771,19.6513614654541,17.8473243713379,13.9499998092651
"14",15,780,62.5939826965332,45.2946968078613,32.1656341552734,27.2636280059814,24.6662120819092,23.3195972442627,22.135440826416,19.6854591369629,17.8468818664551,13.9499998092651
"15",15,840,61.1821556091309,46.505256652832,33.7126159667969,28.4872150421143,25.3886642456055,23.6432952880859,22.1467399597168,19.7185859680176,17.8465614318848,13.9499998092651
"16",15,900,56.9174423217773,46.5950736999512,34.8550796508789,29.5799961090088,26.1373844146729,24.0432567596436,22.1891956329346,19.751335144043,17.846363067627,13.9499998092651
